center	program	filename	size	date_received
wugsc	TCGA	TCGA-24-0980-01A-01D-0515-09_whole.bam	138548177674	2010-05-13
wugsc	TCGA	TCGA-06-0124-01A-01D-0375-09_whole.bam	149909062383	2010-05-13
wugsc	TCGA	TCGA-AB-3005-11A-01D-0739-09_whole.bam	136851140787	2010-05-07
wugsc	TCGA	TCGA-AB-2996-11A-01D-0739-09_whole.bam	87481600446	2010-05-07
wugsc	TCGA	TCGA-AB-3009-11A-01D-0739-09_whole.bam	105903667935	2010-05-06
wugsc	TCGA	TCGA-AB-3009-03A-01D-0739-09_whole.bam	109140465888	2010-05-06
wugsc	TCGA	TCGA-AB-3005-03A-01D-0739-09_whole.bam	104880665660	2010-05-06
wugsc	TCGA	TCGA-AB-3002-11A-01D-0739-09_whole.bam	102565057407	2010-05-06
wugsc	TCGA	TCGA-AB-3002-03A-01D-0739-09_whole.bam	92695626935	2010-05-06
wugsc	TCGA	TCGA-AB-3000-11A-01D-0739-09_whole.bam	88608129347	2010-05-06
wugsc	TCGA	TCGA-AB-3000-03A-01D-0739-09_whole.bam	78685617301	2010-05-06
wugsc	TCGA	TCGA-AB-2996-03A-01D-0739-09_whole.bam	117887154885	2010-05-05
wugsc	TCGA	TCGA-AB-2995-11A-01D-0739-09_whole.bam	100000037732	2010-05-05
wugsc	TCGA	TCGA-AB-2995-03A-01D-0739-09_whole.bam	101982063372	2010-05-05
wugsc	TCGA	TCGA-AB-2989-11A-01D-0739-09_whole.bam	83641770427	2010-05-05
wugsc	TCGA	TCGA-AB-2989-03A-01D-0739-09_whole.bam	98802274470	2010-05-05
wugsc	TCGA	TCGA-AB-2987-11A-01D-0739-09_whole.bam	103915889565	2010-05-05
wugsc	TCGA	TCGA-AB-2987-03A-01D-0739-09_whole.bam	83891439454	2010-05-04
wugsc	TCGA	TCGA-AB-2986-11A-01D-0739-09_whole.bam	101697979819	2010-05-03
wugsc	TCGA	TCGA-AB-2986-03A-01D-0739-09_whole.bam	105701320431	2010-05-03
wugsc	TCGA	TCGA-AB-2985-11A-01D-0739-09_whole.bam	86556378155	2010-05-03
wugsc	TCGA	TCGA-AB-2985-03A-01D-0739-09_whole.bam	86581850384	2010-05-03
wugsc	TCGA	TCGA-AB-2983-11A-01D-0739-09_whole.bam	101012170975	2010-05-03
wugsc	TCGA	TCGA-AB-2983-03A-01D-0739-09_whole.bam	83896165062	2010-05-03
wugsc	TCGA	TCGA-AB-2981-11A-01D-0739-09_whole.bam	151272357593	2010-05-03
wugsc	TCGA	TCGA-AB-2981-03A-01D-0739-09_whole.bam	79537451651	2010-05-02
wugsc	TCGA	TCGA-AB-2978-11A-01D-0739-09_whole.bam	106119544729	2010-05-02
wugsc	TCGA	TCGA-AB-2978-03A-01D-0739-09_whole.bam	122853508056	2010-05-02
wugsc	TCGA	TCGA-AB-2977-11A-01D-0739-09_whole.bam	93641661325	2010-05-02
wugsc	TCGA	TCGA-AB-2977-03A-01D-0739-09_whole.bam	86403992070	2010-05-02
wugsc	TCGA	TCGA-AB-2975-11A-01D-0739-09_whole.bam	88923345943	2010-05-02
wugsc	TCGA	TCGA-AB-2975-03A-01D-0739-09_whole.bam	83723451732	2010-05-02
wugsc	TCGA	TCGA-AB-2974-11A-01D-0739-09_whole.bam	90635856672	2010-05-02
wugsc	TCGA	TCGA-AB-2974-03A-01D-0739-09_whole.bam	105284567901	2010-05-02
wugsc	TCGA	TCGA-AB-2973-11A-01D-0739-09_whole.bam	121693721663	2010-05-02
bi	TCGA	TCGA-AB-2856-11A-01W-0727-08.bam	30959007542	2010-05-02
bi	TCGA	TCGA-AB-2856-03A-01W-0726-08.bam	23964740236	2010-05-02
bi	TCGA	TCGA-AB-2852-11A-01W-0727-08.bam	27999199951	2010-05-02
bi	TCGA	TCGA-AB-2852-03A-01W-0726-08.bam	24338663988	2010-05-02
bi	TCGA	TCGA-AB-2842-11A-01W-0727-08.bam	63059806008	2010-05-02
bi	TCGA	TCGA-AB-2842-03A-01W-0726-08.bam	37134204038	2010-05-02
bi	TCGA	TCGA-AB-2838-11A-01W-0727-08.bam	35432236741	2010-05-02
bi	TCGA	TCGA-AB-2838-03A-01W-0726-08.bam	62930893568	2010-05-02
bi	TCGA	TCGA-AB-2831-11A-01W-0727-08.bam	27453110743	2010-05-02
bi	TCGA	TCGA-AB-2831-03A-01W-0726-08.bam	26778342169	2010-05-02
bi	TCGA	TCGA-AB-2821-11B-01W-0728-08.bam	26183707097	2010-05-02
bi	TCGA	TCGA-AB-2821-03B-01W-0728-08.bam	22554527676	2010-05-02
bi	TCGA	TCGA-AB-2820-11B-01W-0728-08.bam	24371386815	2010-05-02
bi	TCGA	TCGA-AB-2820-03B-01W-0728-08.bam	23950849064	2010-05-02
bi	TCGA	TCGA-AB-2817-11B-01W-0728-08.bam	23963699983	2010-05-02
bi	TCGA	TCGA-AB-2817-03B-01W-0728-08.bam	24689622235	2010-05-02
bi	TCGA	TCGA-AB-2815-11B-01W-0728-08.bam	25101743326	2010-05-02
bi	TCGA	TCGA-AB-2815-03B-01W-0728-08.bam	25585155766	2010-05-02
bi	TCGA	TCGA-AB-2814-11B-01W-0728-08.bam	25101878385	2010-05-02
bi	TCGA	TCGA-AB-2814-03B-01W-0728-08.bam	23023099699	2010-05-02
bi	TCGA	TCGA-AB-2813-11B-01W-0728-08.bam	25900595949	2010-05-02
bi	TCGA	TCGA-AB-2813-03B-01W-0728-08.bam	25442752026	2010-05-02
bi	TCGA	TCGA-AB-2812-11B-01W-0728-08.bam	25708422013	2010-05-02
bi	TCGA	TCGA-AB-2812-03B-01W-0728-08.bam	26426972132	2010-05-02
bi	TCGA	TCGA-AB-2810-11B-01W-0728-08.bam	23780675091	2010-05-02
bi	TCGA	TCGA-AB-2810-03B-01W-0728-08.bam	25052470969	2010-05-02
bi	TCGA	TCGA-AB-2808-11B-01W-0728-08.bam	24680645116	2010-05-02
bi	TCGA	TCGA-AB-2808-03B-01W-0728-08.bam	22374036797	2010-05-02
bi	TCGA	TCGA-AB-2807-11B-01W-0728-08.bam	22348560828	2010-05-02
bi	TCGA	TCGA-AB-2807-03B-01W-0728-08.bam	24441637565	2010-05-02
bi	TCGA	TCGA-14-1794-10A-01W-0643-08.bam	28790315531	2010-05-02
bi	TCGA	TCGA-14-0813-10A-01W-0424-08.bam	41687619770	2010-05-02
bi	TCGA	TCGA-12-0827-10A-01W-0424-08.bam	47128458479	2010-05-02
bi	TCGA	TCGA-12-0670-01B-01W-0424-08.bam	19682137758	2010-05-02
bi	TCGA	TCGA-06-1084-01A-01W-0611-08.bam	20531657268	2010-05-02
wugsc	TCGA	TCGA-AB-2973-03A-01D-0739-09_whole.bam	106495169404	2010-05-01
wugsc	TCGA	TCGA-AB-2972-11A-01D-0739-09_whole.bam	114433305185	2010-05-01
wugsc	TCGA	TCGA-AB-2972-03A-01D-0739-09_whole.bam	146042840741	2010-05-01
wugsc	TCGA	TCGA-AB-2971-11A-01D-0739-09_whole.bam	101705982797	2010-05-01
wugsc	TCGA	TCGA-AB-2971-03A-01D-0739-09_whole.bam	111964862386	2010-05-01
wugsc	TCGA	TCGA-AB-2970-11A-01D-0739-09_whole.bam	96082396827	2010-05-01
wugsc	TCGA	TCGA-AB-2970-03A-01D-0739-09_whole.bam	96593809030	2010-05-01
wugsc	TCGA	TCGA-AB-2969-11A-01D-0739-09_whole.bam	123911886721	2010-05-01
wugsc	TCGA	TCGA-AB-2969-03A-01D-0739-09_whole.bam	88597147929	2010-05-01
wugsc	TCGA	TCGA-AB-2968-11A-01D-0739-09_whole.bam	135840589117	2010-05-01
wugsc	TCGA	TCGA-AB-2968-03A-01D-0739-09_whole.bam	132517226141	2010-04-30
wugsc	TCGA	TCGA-AB-2967-11A-01D-0739-09_whole.bam	80747209622	2010-04-30
wugsc	TCGA	TCGA-AB-2967-03A-01D-0739-09_whole.bam	93550166668	2010-04-30
wugsc	TCGA	TCGA-AB-2966-11A-01D-0739-09_whole.bam	109544796480	2010-04-30
wugsc	TCGA	TCGA-AB-2966-03A-01D-0739-09_whole.bam	99259110066	2010-04-30
wugsc	TCGA	TCGA-AB-2965-11A-01D-0739-09_whole.bam	101718278185	2010-04-30
wugsc	TCGA	TCGA-AB-2965-03A-01D-0739-09_whole.bam	130013487316	2010-04-29
wugsc	TCGA	TCGA-AB-2907-11A-01D-0739-09_whole.bam	88599282832	2010-04-29
wugsc	TCGA	TCGA-AB-2907-03A-01D-0739-09_whole.bam	124129787128	2010-04-29
bi	TCGA	TCGA-28-1757-10A-01W-0643-08.bam	18160807563	2010-04-20
bi	TCGA	TCGA-28-1757-01A-02W-0643-08.bam	18969060914	2010-04-20
bi	TCGA	TCGA-28-1755-01A-01W-0643-08.bam	20906191167	2010-04-20
bi	TCGA	TCGA-28-1752-01A-01W-0643-08.bam	29842435722	2010-04-20
bi	TCGA	TCGA-28-1751-10A-01W-0643-08.bam	19784602327	2010-04-20
bi	TCGA	TCGA-28-1750-10A-01W-0643-08.bam	17564930444	2010-04-20
bi	TCGA	TCGA-28-1750-01A-01W-0643-08.bam	17741363644	2010-04-20
bi	TCGA	TCGA-28-1749-10A-01W-0643-08.bam	23215735509	2010-04-20
bi	TCGA	TCGA-28-1749-01A-01W-0643-08.bam	22199258356	2010-04-20
bi	TCGA	TCGA-28-1746-01A-01W-0643-08.bam	21369925935	2010-04-20
bi	TCGA	TCGA-28-1745-10A-01W-0643-08.bam	17019679712	2010-04-20
bi	TCGA	TCGA-27-1834-10A-01W-0644-08.bam	27202522954	2010-04-20
bi	TCGA	TCGA-27-1834-01A-01W-0643-08.bam	16842895165	2010-04-20
bi	TCGA	TCGA-27-1833-10A-01W-0644-08.bam	20415055672	2010-04-20
bi	TCGA	TCGA-27-1833-01A-01W-0643-08.bam	17827390666	2010-04-20
bi	TCGA	TCGA-27-1832-01A-01W-0643-08.bam	17766085177	2010-04-20
bi	TCGA	TCGA-26-1799-01A-02W-0643-08.bam	15532380610	2010-04-20
bi	TCGA	TCGA-24-0982-10C-01W-0486-08.bam	23717162852	2010-04-20
bi	TCGA	TCGA-24-0982-01A-01W-0486-08.bam	25429526603	2010-04-20
bi	TCGA	TCGA-19-1786-10A-01W-0643-08.bam	21517849092	2010-04-20
bi	TCGA	TCGA-19-0957-10A-01W-0643-08.bam	32100753958	2010-04-20
bi	TCGA	TCGA-19-0957-01C-01W-0643-08.bam	27976010529	2010-04-20
bi	TCGA	TCGA-16-0846-10A-01W-0424-08.bam	40341343247	2010-04-20
bi	TCGA	TCGA-14-1829-01A-01W-0643-08.bam	18147889182	2010-04-20
bi	TCGA	TCGA-14-1827-01A-01W-0643-08.bam	20040516952	2010-04-20
bi	TCGA	TCGA-14-1825-10A-01W-0644-08.bam	13956204502	2010-04-20
bi	TCGA	TCGA-14-0867-10A-01W-0424-08.bam	32659610703	2010-04-20
bi	TCGA	TCGA-14-0865-10A-01W-0643-08.bam	32866972735	2010-04-20
bi	TCGA	TCGA-14-0865-01B-01W-0643-08.bam	20825447313	2010-04-20
bi	TCGA	TCGA-14-0787-10A-01W-0424-08.bam	37261540621	2010-04-20
bi	TCGA	TCGA-12-1600-01A-01W-0643-08.bam	21266631632	2010-04-20
bi	TCGA	TCGA-28-1760-10A-01W-0643-08.bam	18237994453	2010-04-07
bi	TCGA	TCGA-28-1760-01A-01W-0643-08.bam	16886696820	2010-04-07
bi	TCGA	TCGA-28-1755-10A-01W-0643-08.bam	19847946270	2010-04-07
bi	TCGA	TCGA-28-1752-10A-01W-0643-08.bam	18121875500	2010-04-07
bi	TCGA	TCGA-28-1751-01A-02W-0643-08.bam	22682845243	2010-04-07
bi	TCGA	TCGA-28-1746-10A-01W-0643-08.bam	23722844562	2010-04-07
bi	TCGA	TCGA-28-1745-01B-01W-0643-08.bam	19722671103	2010-04-07
bi	TCGA	TCGA-27-1832-10A-01W-0644-08.bam	9102805139	2010-04-07
bi	TCGA	TCGA-27-1830-10A-01W-0644-08.bam	21137582789	2010-04-07
bi	TCGA	TCGA-27-1830-01A-01W-0643-08.bam	17611550360	2010-04-07
bi	TCGA	TCGA-26-1799-10A-01W-0643-08.bam	20619991425	2010-04-07
bi	TCGA	TCGA-19-1788-10A-01W-0643-08.bam	18018636106	2010-04-07
bi	TCGA	TCGA-14-1795-01A-01W-0643-08.bam	14075537572	2010-04-07
bi	TCGA	TCGA-19-1791-10A-01W-0643-08.bam	16093484939	2010-04-06
bi	TCGA	TCGA-19-1791-01A-01W-0643-08.bam	17998138305	2010-04-06
bi	TCGA	TCGA-19-1789-10A-01W-0643-08.bam	28700900638	2010-04-06
bi	TCGA	TCGA-19-1789-01A-01W-0643-08.bam	25168339990	2010-04-06
bi	TCGA	TCGA-19-1788-01A-01W-0643-08.bam	19301630449	2010-04-06
bi	TCGA	TCGA-19-1786-01A-01W-0643-08.bam	18392287429	2010-04-06
bi	TCGA	TCGA-19-1389-01A-01W-0643-08.bam	16986406609	2010-04-06
bi	TCGA	TCGA-19-1388-01A-01W-0643-08.bam	19139372077	2010-04-06
bi	TCGA	TCGA-19-1387-01A-01W-0643-08.bam	18473896948	2010-04-06
bi	TCGA	TCGA-19-1386-01A-01W-0643-08.bam	19284931691	2010-04-06
bi	TCGA	TCGA-19-1385-01A-02W-0643-08.bam	25449243021	2010-04-06
bi	TCGA	TCGA-16-1460-10A-01W-0643-08.bam	19662305439	2010-04-06
bi	TCGA	TCGA-16-1460-01A-01W-0643-08.bam	28266480213	2010-04-06
bi	TCGA	TCGA-16-1045-10B-01W-0611-08.bam	20231434753	2010-04-06
bi	TCGA	TCGA-16-1045-01B-01W-0611-08.bam	21151997475	2010-04-06
bi	TCGA	TCGA-16-0861-10A-01W-0424-08.bam	32318276761	2010-04-06
bi	TCGA	TCGA-16-0861-01A-01W-0424-08.bam	35754525027	2010-04-06
bi	TCGA	TCGA-16-0850-10A-01W-0424-08.bam	35987248742	2010-04-06
bi	TCGA	TCGA-16-0850-01A-01W-0424-08.bam	33605536729	2010-04-06
bi	TCGA	TCGA-16-0849-10A-01W-0424-08.bam	35051168323	2010-04-06
bi	TCGA	TCGA-16-0849-01A-01W-0424-08.bam	41553071473	2010-04-06
bi	TCGA	TCGA-16-0848-10A-01W-0424-08.bam	38454295876	2010-04-06
bi	TCGA	TCGA-16-0848-01A-01W-0424-08.bam	27089193724	2010-04-06
bi	TCGA	TCGA-16-0846-01A-01W-0424-08.bam	39132926056	2010-04-06
bi	TCGA	TCGA-15-1446-10A-01W-0612-08.bam	20384222068	2010-04-06
bi	TCGA	TCGA-15-1446-01A-01W-0611-08.bam	17715052871	2010-04-06
bi	TCGA	TCGA-15-0742-10A-01W-0348-08.bam	23116491696	2010-04-06
bi	TCGA	TCGA-15-0742-01A-01W-0348-08.bam	37843586206	2010-04-06
bi	TCGA	TCGA-14-1829-10A-01W-0644-08.bam	18961752120	2010-04-06
bi	TCGA	TCGA-14-1827-10A-01W-0644-08.bam	22204716369	2010-04-06
bi	TCGA	TCGA-14-1825-01A-01W-0643-08.bam	16002179647	2010-04-06
bi	TCGA	TCGA-14-1823-10A-01W-0644-08.bam	16549529007	2010-04-06
bi	TCGA	TCGA-14-1823-01A-01W-0643-08.bam	18747748679	2010-04-06
bi	TCGA	TCGA-14-1821-10A-01W-0644-08.bam	18636622873	2010-04-06
bi	TCGA	TCGA-14-1821-01A-01W-0643-08.bam	19363454956	2010-04-06
bi	TCGA	TCGA-14-1795-10A-01W-0643-08.bam	16348916084	2010-04-06
bi	TCGA	TCGA-14-1794-01A-01W-0643-08.bam	30031304463	2010-04-06
bi	TCGA	TCGA-14-1458-10A-01W-0643-08.bam	14387707606	2010-04-06
bi	TCGA	TCGA-14-1458-01A-01W-0643-08.bam	20825203234	2010-04-06
bi	TCGA	TCGA-14-1455-10A-01W-0643-08.bam	21309051435	2010-04-06
bi	TCGA	TCGA-14-1455-01A-01W-0643-08.bam	19370526673	2010-04-06
bi	TCGA	TCGA-14-1453-10A-01W-0612-08.bam	19341295155	2010-04-06
bi	TCGA	TCGA-14-1453-01A-01W-0611-08.bam	20020657128	2010-04-06
bi	TCGA	TCGA-14-1451-10A-01W-0612-08.bam	17150520577	2010-04-06
bi	TCGA	TCGA-14-1451-01A-01W-0611-08.bam	21089672005	2010-04-06
bi	TCGA	TCGA-14-1037-10B-01W-0644-08.bam	20527808337	2010-04-06
bi	TCGA	TCGA-14-1037-01A-01W-0643-08.bam	23120341234	2010-04-06
bi	TCGA	TCGA-14-0871-10A-01W-0424-08.bam	16670917762	2010-04-06
bi	TCGA	TCGA-14-0871-01A-01W-0424-08.bam	47363576708	2010-04-06
bi	TCGA	TCGA-14-0867-01A-01W-0424-08.bam	26875587437	2010-04-06
bi	TCGA	TCGA-14-0866-10A-01W-0643-08.bam	31989386237	2010-04-06
bi	TCGA	TCGA-14-0866-01B-01W-0643-08.bam	40179314674	2010-04-06
bi	TCGA	TCGA-14-0817-10A-01W-0424-08.bam	39448272780	2010-04-06
bi	TCGA	TCGA-14-0817-01A-01W-0424-08.bam	35073375480	2010-04-06
bi	TCGA	TCGA-14-0813-01A-01W-0424-08.bam	41678613701	2010-04-06
bi	TCGA	TCGA-14-0812-10A-01W-0643-08.bam	18149012304	2010-04-06
bi	TCGA	TCGA-14-0812-01B-01W-0643-08.bam	17490601739	2010-04-06
bi	TCGA	TCGA-14-0789-10A-01W-0424-08.bam	41460873874	2010-04-06
bi	TCGA	TCGA-14-0789-01A-01W-0424-08.bam	34789398002	2010-04-06
bi	TCGA	TCGA-14-0787-01A-01W-0424-08.bam	34569661968	2010-04-06
bi	TCGA	TCGA-12-1602-10A-01W-0643-08.bam	17655707896	2010-04-06
bi	TCGA	TCGA-12-1602-01A-01W-0643-08.bam	19351860646	2010-04-06
bi	TCGA	TCGA-12-1600-10A-01W-0643-08.bam	19302443951	2010-04-06
bi	TCGA	TCGA-12-1599-10A-01W-0643-08.bam	17361176373	2010-04-06
bi	TCGA	TCGA-12-1088-01A-01W-0611-08.bam	16468459436	2010-04-06
bi	TCGA	TCGA-12-0826-10A-01W-0424-08.bam	38203378469	2010-04-06
bi	TCGA	TCGA-12-0819-01A-01W-0424-08.bam	34905477806	2010-04-06
bi	TCGA	TCGA-12-0772-01A-01W-0348-08.bam	37958350338	2010-04-06
bi	TCGA	TCGA-12-0662-01A-01W-0348-08.bam	22902872086	2010-04-06
bi	TCGA	TCGA-12-0657-01A-01W-0348-08.bam	33603147018	2010-04-06
bi	TCGA	TCGA-12-0653-10A-01W-0348-08.bam	30823811100	2010-04-06
bi	TCGA	TCGA-06-1805-10A-01W-0644-08.bam	24229252285	2010-04-06
bi	TCGA	TCGA-06-1800-01A-01W-0643-08.bam	18059820861	2010-04-06
bi	TCGA	TCGA-06-1084-10A-01W-0611-08.bam	17920486443	2010-04-06
bi	TCGA	TCGA-06-0876-01A-01W-0424-08.bam	36727877986	2010-04-06
bi	TCGA	TCGA-06-0875-10A-01W-0424-08.bam	42231085471	2010-04-06
bi	TCGA	TCGA-06-0745-10A-01W-0348-08.bam	35986801946	2010-04-06
bi	TCGA	TCGA-06-0192-10A-01W-0348-08.bam	39258298024	2010-04-06
bi	TCGA	TCGA-06-0192-01B-01W-0348-08.bam	26721316478	2010-04-06
bi	TCGA	TCGA-06-0152-10A-01D-0507-08.bam	246530552261	2010-04-06
bi	TCGA	TCGA-06-0145-01A-01W-0224-08.bam	23011592297	2010-04-06
bi	TCGA	TCGA-12-1599-01A-01W-0643-08.bam	15932871302	2010-04-05
bi	TCGA	TCGA-12-1598-10A-01W-0643-08.bam	17056510266	2010-04-05
bi	TCGA	TCGA-12-1598-01A-01W-0643-08.bam	22348546765	2010-04-05
bi	TCGA	TCGA-12-1093-01A-01W-0611-08.bam	17016186387	2010-04-05
bi	TCGA	TCGA-12-1092-10A-01W-0611-08.bam	19464282115	2010-04-05
bi	TCGA	TCGA-12-1092-01B-01W-0611-08.bam	19602498955	2010-04-05
bi	TCGA	TCGA-12-1089-01A-01W-0611-08.bam	20058310325	2010-04-05
bi	TCGA	TCGA-12-0829-10A-01W-0424-08.bam	33885287101	2010-04-05
bi	TCGA	TCGA-12-0829-01A-01W-0424-08.bam	33693469394	2010-04-05
bi	TCGA	TCGA-12-0828-10A-01W-0424-08.bam	51884328451	2010-04-05
bi	TCGA	TCGA-12-0828-01A-01W-0424-08.bam	54789736205	2010-04-05
bi	TCGA	TCGA-12-0827-01A-01W-0424-08.bam	45680604006	2010-04-05
bi	TCGA	TCGA-12-0826-01A-01W-0424-08.bam	32733476380	2010-04-05
bi	TCGA	TCGA-12-0822-10A-01W-0424-08.bam	34767505768	2010-04-05
bi	TCGA	TCGA-12-0822-01A-01W-0424-08.bam	36060145902	2010-04-05
bi	TCGA	TCGA-12-0821-10A-01W-0424-08.bam	33080289931	2010-04-05
bi	TCGA	TCGA-12-0821-01A-01W-0424-08.bam	33327045846	2010-04-05
bi	TCGA	TCGA-12-0820-10A-01W-0424-08.bam	36493579148	2010-04-05
bi	TCGA	TCGA-12-0820-01A-01W-0424-08.bam	38178642113	2010-04-05
bi	TCGA	TCGA-12-0819-10A-01W-0424-08.bam	33990627709	2010-04-05
bi	TCGA	TCGA-12-0818-10A-01W-0424-08.bam	34983052307	2010-04-05
bi	TCGA	TCGA-12-0818-01A-01W-0424-08.bam	36528736737	2010-04-05
bi	TCGA	TCGA-12-0778-10A-01W-0348-08.bam	30914735456	2010-04-05
bi	TCGA	TCGA-12-0778-01A-01W-0348-08.bam	31945204878	2010-04-05
bi	TCGA	TCGA-12-0775-10A-01W-0348-08.bam	34755518020	2010-04-05
bi	TCGA	TCGA-12-0775-01A-01W-0348-08.bam	42726311545	2010-04-05
bi	TCGA	TCGA-12-0773-10A-01W-0348-08.bam	37940754846	2010-04-05
bi	TCGA	TCGA-12-0773-01A-01W-0348-08.bam	36501088475	2010-04-05
bi	TCGA	TCGA-12-0772-10A-01W-0348-08.bam	27093056634	2010-04-05
bi	TCGA	TCGA-12-0707-10A-01W-0348-08.bam	28994839953	2010-04-05
bi	TCGA	TCGA-12-0707-01A-01W-0348-08.bam	34911106285	2010-04-05
bi	TCGA	TCGA-12-0692-10A-01W-0348-08.bam	41558429594	2010-04-05
bi	TCGA	TCGA-12-0692-01A-01W-0348-08.bam	38756532625	2010-04-05
bi	TCGA	TCGA-12-0691-10A-01W-0348-08.bam	28174981771	2010-04-05
bi	TCGA	TCGA-12-0691-01A-01W-0348-08.bam	39399257354	2010-04-05
bi	TCGA	TCGA-12-0670-10B-01W-0424-08.bam	29125962953	2010-04-05
bi	TCGA	TCGA-12-0662-10A-01W-0348-08.bam	23714256218	2010-04-05
bi	TCGA	TCGA-12-0657-10A-01W-0348-08.bam	37918526334	2010-04-05
bi	TCGA	TCGA-12-0656-10A-01W-0348-08.bam	35331968957	2010-04-05
bi	TCGA	TCGA-12-0656-01A-03W-0348-08.bam	40038036359	2010-04-05
bi	TCGA	TCGA-12-0653-01B-01W-0348-08.bam	43074390147	2010-04-05
bi	TCGA	TCGA-06-1805-01A-01W-0643-08.bam	19188302947	2010-04-05
bi	TCGA	TCGA-06-1802-10A-01W-0643-08.bam	20860216849	2010-04-05
bi	TCGA	TCGA-06-1802-01A-01W-0643-08.bam	15009940033	2010-04-05
bi	TCGA	TCGA-06-1801-10A-01W-0643-08.bam	18364474032	2010-04-05
bi	TCGA	TCGA-06-1801-01A-02W-0643-08.bam	15866265546	2010-04-05
bi	TCGA	TCGA-06-1800-10A-01W-0643-08.bam	29589837892	2010-04-05
bi	TCGA	TCGA-06-0882-10A-01W-0424-08.bam	31680500356	2010-04-05
bi	TCGA	TCGA-06-0882-01A-01W-0424-08.bam	28259138089	2010-04-05
bi	TCGA	TCGA-06-0881-10A-01W-0424-08.bam	35303010451	2010-04-05
bi	TCGA	TCGA-06-0881-01A-02W-0424-08.bam	35469075861	2010-04-05
bi	TCGA	TCGA-06-0879-10A-01W-0424-08.bam	37015326795	2010-04-05
bi	TCGA	TCGA-06-0879-01A-01W-0424-08.bam	38647645867	2010-04-05
bi	TCGA	TCGA-06-0878-10A-01W-0424-08.bam	38401390986	2010-04-05
bi	TCGA	TCGA-06-0878-01A-01W-0424-08.bam	39588188874	2010-04-05
bi	TCGA	TCGA-06-0877-10A-01W-0424-08.bam	35837278674	2010-04-05
bi	TCGA	TCGA-06-0877-01A-01W-0424-08.bam	38279952315	2010-04-05
bi	TCGA	TCGA-06-0876-10A-01W-0424-08.bam	40546548266	2010-04-05
bi	TCGA	TCGA-06-0875-01A-01W-0424-08.bam	18068854820	2010-04-05
bi	TCGA	TCGA-06-0749-10A-01W-0348-08.bam	42412651517	2010-04-05
bi	TCGA	TCGA-06-0749-01A-01W-0348-08.bam	36955772130	2010-04-05
bi	TCGA	TCGA-06-0747-01A-01W-0348-08.bam	26617947957	2010-04-05
bi	TCGA	TCGA-06-0745-01A-01W-0348-08.bam	24617538192	2010-04-05
bi	TCGA	TCGA-06-0744-10A-01W-0348-08.bam	26779952928	2010-04-05
bi	TCGA	TCGA-06-0686-10A-01W-0348-08.bam	29160570404	2010-04-05
bi	TCGA	TCGA-06-0686-01A-01W-0348-08.bam	30287850107	2010-04-05
bi	TCGA	TCGA-06-0649-10A-01W-0348-08.bam	41240750742	2010-04-05
bi	TCGA	TCGA-06-0649-01B-01W-0348-08.bam	35368831610	2010-04-05
bi	TCGA	TCGA-06-0648-10A-01W-0323-08.bam	23039305666	2010-04-05
bi	TCGA	TCGA-06-0648-01A-01W-0323-08.bam	21537499383	2010-04-05
bi	TCGA	TCGA-06-0188-10B-01W-0254-08.bam	18954042560	2010-04-05
bi	TCGA	TCGA-06-0188-01A-01W-0254-08.bam	18890015744	2010-04-05
bi	TCGA	TCGA-06-0185-01A-01W-0254-08.bam	16276147247	2010-04-05
bi	TCGA	TCGA-06-0152-01A-02W-0323-08.bam	15674890050	2010-04-05
bi	TCGA	TCGA-06-0152-01A-02D-0507-08.bam	275717501116	2010-04-05
bi	TCGA	TCGA-06-0145-10A-01W-0224-08.bam	30540248640	2010-04-05
bi	TCGA	TCGA-06-0145-10A-01D-0507-08.bam	384197406095	2010-04-05
bi	TCGA	TCGA-06-0145-01A-01D-0507-08.bam	389220479310	2010-04-05
bi	TCGA	TCGA-12-1093-10A-01W-0611-08.bam	18866364702	2010-04-04
bi	TCGA	TCGA-06-0747-10A-01W-0348-08.bam	36136203906	2010-04-04
bi	TCGA	TCGA-06-0744-01A-01W-0348-08.bam	58460475787	2010-04-04
bi	TCGA	TCGA-06-0185-10B-01W-0254-08.bam	25065325176	2010-04-04
bi	TCGA	TCGA-06-0152-10A-01W-0323-08.bam	28726438207	2010-04-04
wugsc	TCGA	TCGA-06-0214-10A-01D-0512-09_whole.bam	124129374282	2010-04-03
wugsc	TCGA	TCGA-06-0214-01A-02D-0512-09_whole.bam	140967786965	2010-04-03
wugsc	TCGA	TCGA-06-0128-01A-01D-0572-09_whole.bam	45191885269	2010-04-02
wugsc	TCGA	TCGA-06-0124-10A-01D-0375-09_whole.bam	106931415529	2010-04-02
wugsc	TCGA	TCGA-06-0881-10A-01D-0512-09_whole.bam	110911992310	2010-03-31
wugsc	TCGA	TCGA-06-0877-10A-01D-0512-09_whole.bam	120080687842	2010-03-31
wugsc	TCGA	TCGA-06-0877-01A-01D-0512-09_whole.bam	124681555944	2010-03-31
wugsc	TCGA	TCGA-06-0881-01A-02D-0512-09_whole.bam	130002432920	2010-03-30
wugsc	TCGA	TCGA-06-0128-10A-01D-0572-09_whole.bam	68154798496	2010-03-30
bcm	TCGA	TCGA-19-0964-10A-01W-0609-10_SOLiD.bam	16559937589	2010-02-26
bcm	TCGA	TCGA-19-0964-01A-01W-0609-10_SOLiD.bam	16258288359	2010-02-26
